Date,GOLD
"Apr 11, 2018","1,460.00"
"Apr 10, 2018","1,445.50"
"Apr 09, 2018","1,439.60"
"Apr 06, 2018","1,435.90"
"Apr 05, 2018","1,428.10"
"Apr 04, 2018","1,439.70"
"Apr 03, 2018","1,436.50"
"Apr 02, 2018","1,445.80"
"Mar 29, 2018","1,426.00"
"Mar 28, 2018","1,428.90"
"Mar 27, 2018","1,447.80"
"Mar 26, 2018","1,461.00"
"Mar 23, 2018","1,455.00"
"Mar 22, 2018","1,432.20"
"Mar 21, 2018","1,426.60"
"Mar 20, 2018","1,416.20"
"Mar 19, 2018","1,421.70"
"Mar 16, 2018","1,416.30"
"Mar 15, 2018","1,421.70"
"Mar 14, 2018","1,429.70"
"Mar 13, 2018","1,431.40"
"Mar 12, 2018","1,424.80"
"Mar 09, 2018","1,428.00"
"Mar 08, 2018","1,423.70"
"Mar 07, 2018","1,427.90"
"Mar 06, 2018","1,435.90"
"Mar 05, 2018","1,420.50"
"Mar 02, 2018","1,424.20"
"Mar 01, 2018","1,406.00"
"Feb 28, 2018","1,419.20"
"Feb 27, 2018","1,419.60"
"Feb 26, 2018","1,433.10"
"Feb 23, 2018","1,429.00"
"Feb 22, 2018","1,431.40"
"Feb 21, 2018","1,430.60"
"Feb 20, 2018","1,428.40"
"Feb 19, 2018","1,347.80"
"Feb 18, 2018","1,350.50"
"Feb 16, 2018","1,452.80"
"Feb 15, 2018","1,451.50"
"Feb 14, 2018","1,452.90"
"Feb 13, 2018","1,424.80"
"Feb 12, 2018","1,420.90"
"Feb 09, 2018","1,410.10"
"Feb 08, 2018","1,414.80"
"Feb 07, 2018","1,410.70"
"Feb 06, 2018","1,425.40"
"Feb 05, 2018","1,432.90"
"Feb 02, 2018","1,434.60"
"Feb 01, 2018","1,445.10"
"Jan 31, 2018","1,439.40"
"Jan 30, 2018","1,436.20"
"Jan 29, 2018","1,441.30"
"Jan 26, 2018","1,453.70"
"Jan 25, 2018","1,463.10"
"Jan 24, 2018","1,456.30"
"Jan 23, 2018","1,434.20"
"Jan 22, 2018","1,429.60"
"Jan 19, 2018","1,425.90"
"Jan 18, 2018","1,419.00"
"Jan 17, 2018","1,431.00"
"Jan 16, 2018","1,428.10"
"Jan 15, 2018","1,341.80"
"Jan 14, 2018","1,337.40"
"Jan 12, 2018","1,425.70"
"Jan 11, 2018","1,411.40"
"Jan 10, 2018","1,408.30"
"Jan 09, 2018","1,401.30"
"Jan 08, 2018","1,407.40"
"Jan 05, 2018","1,408.30"
"Jan 04, 2018","1,407.30"
"Jan 03, 2018","1,404.00"
"Jan 02, 2018","1,400.10"
"Jan 01, 2018","1,308.70"
"Dec 29, 2017","1,391.90"
"Dec 28, 2017","1,379.40"
"Dec 27, 2017","1,372.30"
"Dec 26, 2017","1,368.50"
"Dec 25, 2017","1,277.90"
"Dec 22, 2017","1,359.80"
"Dec 21, 2017","1,351.30"
"Dec 20, 2017","1,350.40"
"Dec 19, 2017","1,344.80"
"Dec 18, 2017","1,345.60"
"Dec 15, 2017","1,337.40"
"Dec 14, 2017","1,337.20"
"Dec 13, 2017","1,328.70"
"Dec 12, 2017","1,321.90"
"Dec 11, 2017","1,326.80"
"Dec 08, 2017","1,328.10"
"Dec 07, 2017","1,333.00"
"Dec 06, 2017","1,346.20"
"Dec 05, 2017","1,345.10"
"Dec 04, 2017","1,358.00"
"Dec 01, 2017","1,362.80"
"Nov 30, 2017","1,357.30"
"Nov 29, 2017","1,366.40"
"Nov 28, 2017","1,379.00"
"Nov 27, 2017","1,378.70"
"Nov 24, 2017","1,371.60"
"Nov 23, 2017","1,291.66"
"Nov 22, 2017","1,376.40"
"Nov 21, 2017","1,364.80"
"Nov 20, 2017","1,357.60"
"Nov 17, 2017","1,378.00"
